movieCd,movieNm,showTm,nations,genre,actors,actors_en,cast,cast_en,companyCd,companyNm,companyNmEn,companyPartNm,watchGradeNm
20196285,오만,118,한국,드라마,"['지일주', '박원상', '김기방']","['JI Il-joo', 'PARK Won-sang', 'KIM Ki-Bang']","['', '', '']","['', '', '']","['20156848', '20156848']","['(주)백그림', '(주)백그림']","['', '']","['제작사', '배급사']",['15세이상관람가']
20183407,버티고,114,한국,"드라마,멜로/로맨스","['천우희', '유태오', '정재광']","['CHUN Woo-hee', 'YOO Teo', 'JEONG Jae-gwang']","['서영', '', '관우']","['Seo-young', '', '']","['20100414', '20188741', '20188741', '20100851']","['영화사 도로시(주)', '(주)트리플픽쳐스', '(주)트리플픽쳐스', '(주)화인컷']","['Film Dorothy', 'Triple Pictures Inc.', 'Triple Pictures Inc.', 'Finecut Co., Ltd.']","['제작사', '배급사', '제공', '해외세일즈사']",['15세이상관람가']
20199428,크롤,87,미국,"액션,스릴러","['카야 스코델라리오', '배리 페퍼']","['Kaya Scodelario', 'Barry Pepper']","['', '']","['', '']","['20188021', '20188021']","['롯데컬처웍스(주)롯데엔터테인먼트', '롯데컬처웍스(주)롯데엔터테인먼트']","['Lotte Cultureworks Lotte Entertainment Co.,Ltd', 'Lotte Cultureworks Lotte Entertainment Co.,Ltd']","['배급사', '수입사']",['15세이상관람가']
20191029,82년생 김지영,118,한국,드라마,"['정유미', '공유', '김미경', '공민정', '박성연', '이봉련', '김성철', '이얼', '전국향', '박세현', '김미경', '손성찬', '강애심', '김정영', '예수정', '염혜란', '김해나']","['JUNG Yu-mi', 'GONG Yoo', 'KIM Mi-kyeong', 'GONG Min-jeung', 'PARK Sung-yeon', 'LEE Bong-ryeon', 'KIM Sung-cheol', 'LEE Eol', 'JEON Guk-hyang', 'PARK Se-hyun', 'KIM Mi-kyung', 'SON Seong-chan', 'KANG Ae-sim', 'KIM Jung-young', 'YE Soo-jung', 'YEOM Hye-ran', 'KIM Hae-na']","['김지영', '정대현', '미숙', '은영', '김팀장', '혜수', '지석', '영수', '큰고모', '고등학생 지영', '대현 모', '대현 부', '지영 친할머니', '의사', '지영 외할머니', '과거 스카프 여자', '워킹맘']","['KIM Ji-young', 'JUNG Dae-hyeon', 'OH Mi-sook', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['20192181', '20188021', '20188021', '20188021']","['(주)봄바람영화사', '롯데컬처웍스(주)롯데엔터테인먼트', '롯데컬처웍스(주)롯데엔터테인먼트', '롯데컬처웍스(주)롯데엔터테인먼트']","['', 'Lotte Cultureworks Lotte Entertainment Co.,Ltd', 'Lotte Cultureworks Lotte Entertainment Co.,Ltd', 'Lotte Cultureworks Lotte Entertainment Co.,Ltd']","['제작사', '배급사', '제공', '해외세일즈사']",['12세이상관람가']
20149501,사선의 끝,90,한국,드라마,"['정만식', '강은진', '우정국']","['JUNG Man-sik', 'KANG Eun-jin', '']","['동진', '연화', '브로커']","['', '', '']","['20124237', '20124237']","['(주)엠씨엠씨', '(주)엠씨엠씨']","['MCMC', 'MCMC']","['제작사', '배급사']",['15세이상관람가']
20199867,프란치스코 교황 : 맨 오브 히스 워드,96,이탈리아,다큐멘터리,[],[],[],[],"['20100132', '20173882', '20100132']","['㈜영화사 백두대간', '영화사 풀', '㈜영화사 백두대간']","['BaekDu-DaeGan Flims Co. Ltd', '', 'BaekDu-DaeGan Flims Co. Ltd']","['배급사', '배급사', '수입사']",['전체관람가']
20199875,해킹헌터-마인드컨트롤,82,캐나다,"SF,액션",[],[],[],[],[],[],[],[],['15세이상관람가']
20199330,늑대의 아이들,87,폴란드,미스터리,[],[],[],[],"['20126395', '20141332', '20139196']","['노바엔터테인먼트 ', '위드 라이언 픽쳐스', 'TCO(주)더콘텐츠온']","['', '', 'THE CONTENTS ON']","['배급사', '수입사', '제공']",['15세이상관람가']
20199576,러브 앳,117,프랑스,"멜로/로맨스,코미디",['프랑수아 시빌'],['Francois Civil'],[''],[''],"['20061727', '20061727']","['(주)크리픽쳐스', '(주)크리픽쳐스']","['Cree Pictures Co.Ltd', 'Cree Pictures Co.Ltd']","['배급사', '수입사']",[]
20190678,삽질,93,한국,다큐멘터리,"['이명박', '김종술', '김병기']","['', '', 'KIM Byung-gi']","['', '', '']","['', '', '']","['20111582', '20111582', '20111582']","['(주)엣나인필름', '(주)엣나인필름', '(주)엣나인필름']","['Atnine Film Co., Ltd.', 'Atnine Film Co., Ltd.', 'Atnine Film Co., Ltd.']","['배급사', '제공', '해외세일즈사']",['12세이상관람가']
