movieCd,movieNm,movieNmEn,prdtYear,openDt,typeNm,prdtStatNm,nationAlt,genreAlt,repNationNm,repGenreNm,directors,companyCd,companyNm
20189743,파이널 포트레이트,Final Portrait,2017,20180927,장편,개봉,영국,드라마,영국,드라마,"('스탠리 투치', ' ', ' ', ' ')","(' ', ' ', ' ')","(' ', ' ', ' ')"
20189730,콜보이,CALL BOY,2018,20180829,장편,개봉,일본,드라마,일본,드라마,"('미우라 다이스케', ' ', ' ', ' ')","(' ', ' ', ' ')","(' ', ' ', ' ')"
20180869,팬텀 스레드,Phantom Thread,2017,20180308,장편,개봉,미국,드라마,미국,드라마,"('폴 토마스 앤더슨', ' ', ' ', ' ')","(' ', ' ', ' ')","(' ', ' ', ' ')"
20181668,치에리와 체리,Chieri and Cherry,2015,20180927,장편,개봉,일본,애니메이션,일본,애니메이션,"('나카무라 마코토', ' ', ' ', ' ')","(' ', ' ', ' ')","(' ', ' ', ' ')"
20189261,어드리프트:우리가 함께한 바다,ADRIFT ,2018,20180906,장편,개봉,미국,"멜로/로맨스,드라마",미국,멜로/로맨스,"('발타자르 코루마쿠르', ' ', ' ', ' ')","(' ', ' ', ' ')","(' ', ' ', ' ')"
20188564,페르시안 커넥션,The Loner,2016,20180828,장편,개봉,미국,"액션,범죄",미국,액션,"('다니엘 그로브', ' ', ' ', ' ')","(' ', ' ', ' ')","(' ', ' ', ' ')"
20180283,작전명 비스트,Beast of Burden,2018,20180920,장편,개봉,미국,"액션,범죄,스릴러",미국,액션,"('예스퍼 갠스란트', ' ', ' ', ' ')","(' ', ' ', ' ')","(' ', ' ', ' ')"
20180801,몰리스 게임,Molly’s game,2017,20180906,장편,개봉,미국,드라마,미국,드라마,"('아론 소킨', ' ', ' ', ' ')","(' ', ' ', ' ')","(' ', ' ', ' ')"
20181002,사라진 시간,The Purging Hour,2016,20180923,장편,개봉,미국,공포(호러),미국,공포(호러),"('엠마누엘 산도발', ' ', ' ', ' ')","(' ', ' ', ' ')","(' ', ' ', ' ')"
20183401,봄이가도,After Spring,2017,20180913,장편,개봉,한국,드라마,한국,드라마,"('장준엽', '진청하', '전신환', ' ')","('20189141', ' ', ' ')","('왕십리픽쳐스', ' ', ' ')"
20160504,"춘천, 춘천","Autumn, Autumn",2016,20180926,장편,개봉,한국,드라마,한국,드라마,"('장우진', ' ', ' ', ' ')","('20161603', ' ', ' ')","('봄내필름', ' ', ' ')"
20183761,그날의 기억,,2017,20180426,장편,개봉,한국,드라마,한국,드라마,"('김동후', ' ', ' ', ' ')","('20187741', '20187761', ' ')","('도너츠엔터테인먼트', '(주)세발자전거 엔터테인먼트', ' ')"
20179421,참외향기,,2017,20180531,장편,개봉,한국,드라마,한국,드라마,"('김우석', ' ', ' ', ' ')","('20173822', ' ', ' ')","('(주)더블에스', ' ', ' ')"
20189989,청순 요물 유부녀,Wakaduma Hentai Ganbo,2017,20181002,장편,개봉,일본,성인물(에로),일본,성인물(에로),"('아카바네 키쿠지로', ' ', ' ', ' ')","(' ', ' ', ' ')","(' ', ' ', ' ')"
20180150,정사 : 친구의 여자를 탐하다,,2018,20181002,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,"('정완경', '안상진', ' ', ' ')","('20161021', ' ', ' ')","('(주)영화사가을', ' ', ' ')"
20180014,정사 : 사촌 여동생들,,2018,20181002,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,"('정완경', '안상진', ' ', ' ')","('20161021', ' ', ' ')","('(주)영화사가을', ' ', ' ')"
20180003,젊은 직원 맛보기,Seiyoku Yosojitumatati-no Yokubo,2017,20181002,장편,개봉,일본,성인물(에로),일본,성인물(에로),"('아카바네 키쿠지로', ' ', ' ', ' ')","(' ', ' ', ' ')","(' ', ' ', ' ')"
20189979,입원환자 부인의 유혹,Uwaki-ga-shidai Hitodumatati,2017,20181002,장편,개봉,일본,성인물(에로),일본,성인물(에로),"('아카바네 키쿠지로', ' ', ' ', ' ')","(' ', ' ', ' ')","(' ', ' ', ' ')"
20189980,육체의 뒷거래,SEX Ura-torihiki,2017,20181002,장편,개봉,일본,성인물(에로),일본,성인물(에로),"('이즈미 류지', ' ', ' ', ' ')","(' ', ' ', ' ')","(' ', ' ', ' ')"
20180002,실화 섹스전화상담,Okusama Denwa Sodan,2017,20181002,장편,개봉,일본,성인물(에로),일본,성인물(에로),"('아카바네 류지', ' ', ' ', ' ')","(' ', ' ', ' ')","(' ', ' ', ' ')"
20189978,실전 에로틱 작업기술,How to Pick Up Working Girls 3,2017,20181002,장편,개봉,일본,성인물(에로),일본,성인물(에로),"('사카타 히로키', ' ', ' ', ' ')","(' ', ' ', ' ')","(' ', ' ', ' ')"
20178783,밀애 : 친구엄마 무삭제판,,2017,20181002,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,"('김부곤', ' ', ' ', ' ')","('20161021', ' ', ' ')","('(주)영화사가을', ' ', ' ')"
20189988,몰카! 배달온 여자들,Creampie Challenge throughout Japan 2,2017,20181002,장편,개봉,일본,성인물(에로),일본,성인물(에로),"('사카타 히로키', ' ', ' ', ' ')","(' ', ' ', ' ')","(' ', ' ', ' ')"
20180115,가정부 : 맛있는 서비스,,2018,20181002,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,"('정완경', '안상진', ' ', ' ')","('20161021', ' ', ' ')","('(주)영화사가을', ' ', ' ')"
20189288,트립 투 하코네,Round Trip Heart,2015,20180928,장편,개봉,일본,드라마,일본,드라마,"('타나다 유키', ' ', ' ', ' ')","(' ', ' ', ' ')","(' ', ' ', ' ')"
20180985,파라노말 하우스,SEVER,2018,20180930,장편,개봉,미국,스릴러,미국,스릴러,"('매튜 라이언 앤더슨', ' ', ' ', ' ')","(' ', ' ', ' ')","(' ', ' ', ' ')"
20189182,스와핑 민박집,,2018,20180927,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,"('박은수', ' ', ' ', ' ')","('20063099', ' ', ' ')","('(주)케이알씨지', ' ', ' ')"
20180606,착한 이모의 은밀한 아르바이트,,2018,20180927,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,"('강대만', '유승택', ' ', ' ')","('20154968', ' ', ' ')","('(주)로드하우스', ' ', ' ')"
20181989,너무 밝히는 사촌누나들(감독판),,2018,20180927,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,"('강정훈', ' ', ' ', ' ')","('20112175', ' ', ' ')","('(주)소나무픽쳐스', ' ', ' ')"
20180984,앤: 영혼이 깃든 인형,ANNE,2018,20180923,장편,개봉,미국,공포(호러),미국,공포(호러),"('조셉 마자페로', ' ', ' ', ' ')","(' ', ' ', ' ')","(' ', ' ', ' ')"
20180626,성인용품 사용설명서,,2018,20180920,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,"('유승택', ' ', ' ', ' ')","('20154968', ' ', ' ')","('(주)로드하우스', ' ', ' ')"
20189982,죽음을 부르는 밤,Dead Night,2017,20180919,장편,개봉,미국,공포(호러),미국,공포(호러),"(' ', ' ', ' ', ' ')","(' ', ' ', ' ')","(' ', ' ', ' ')"
20181417,예쁜 처제들 2018,,2018,20180918,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,"('강정훈', ' ', ' ', ' ')","('20112175', ' ', ' ')","('(주)소나무픽쳐스', ' ', ' ')"
20181482,내 친구엄마들 2018,,2018,20180918,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,"('강정훈', ' ', ' ', ' ')","('20112175', ' ', ' ')","('(주)소나무픽쳐스', ' ', ' ')"
20180285,스크림: 킬링파티,SCREAM WEEK,2016,20180917,장편,개봉,네덜란드,"공포(호러),스릴러",네덜란드,공포(호러),"('마르틴 하이네', ' ', ' ', ' ')","(' ', ' ', ' ')","(' ', ' ', ' ')"
20184962,휴게소,Stranger Coming,2016,20180914,장편,개봉,한국,공포(호러),한국,공포(호러),"('준오', ' ', ' ', ' ')","('20189142', ' ', ' ')","('밀리언달러스튜디오 ', ' ', ' ')"
20180603,젊은엄마네하숙집,,2018,20180913,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,"('김종민', ' ', ' ', ' ')","('20154968', ' ', ' ')","('(주)로드하우스', ' ', ' ')"
20189987,킬러의 보디가드 무삭제 특별판,The Hitman's Bodyguard,2017,20180912,장편,개봉,미국,"액션,코미디",미국,액션,"('패트릭 휴즈', ' ', ' ', ' ')","(' ', ' ', ' ')","(' ', ' ', ' ')"
20185281,사춘기 여동생,,2018,20180912,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,"('이상수', ' ', ' ', ' ')","('20161342', ' ', ' ')","('선셋 시네마', ' ', ' ')"
20078584,맞짱,Matjjang,2018,20180912,장편,개봉,한국,"액션,범죄",한국,액션,"('차룡', ' ', ' ', ' ')","('20169253', ' ', ' ')","('(주)차룡영화사', ' ', ' ')"
20181194,젊은 처형: 그녀를 탐하다(무삭제),,2018,20180912,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,"('강정훈', ' ', ' ', ' ')","('20112175', ' ', ' ')","('(주)소나무픽쳐스', ' ', ' ')"
20181196,장모님의 개인교습,,2018,20180912,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,"('강정훈', ' ', ' ', ' ')","('20112175', ' ', ' ')","('(주)소나무픽쳐스', ' ', ' ')"
20181195,작은 엄마들(무삭제),,2018,20180912,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,"('강정훈', ' ', ' ', ' ')","('20112175', ' ', ' ')","('(주)소나무픽쳐스', ' ', ' ')"
20187741,빅 스코어,Purasangre,2016,20180911,장편,개봉,멕시코,"범죄,액션,스릴러",멕시코,범죄,"('노예 산타릴 로페즈', ' ', ' ', ' ')","(' ', ' ', ' ')","(' ', ' ', ' ')"
20189269,갱 브라더스: 마지막 대결,ON THE ROPES,2018,20180910,장편,개봉,미국,액션,미국,액션,"('제임스 마크', ' ', ' ', ' ')","(' ', ' ', ' ')","(' ', ' ', ' ')"
20185841,초대녀 - 무삭제판,,2018,20180908,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,"('최우성', ' ', ' ', ' ')","('20169329', ' ', ' ')","('(주)컨텐츠 빌리지', ' ', ' ')"
20181063,섹스 인 더 게임 무삭제판,,2017,20180907,장편,개봉,한국,,한국,,"('신성진', ' ', ' ', ' ')","('20161342', ' ', ' ')","('선셋 시네마', ' ', ' ')"
20180602,몸으로 접대한 아내,,2018,20180906,장편,개봉,일본,,일본,,"('아카바 키쿠지로', ' ', ' ', ' ')","(' ', ' ', ' ')","(' ', ' ', ' ')"
20179123,어둔 밤,Behind the Dark Night,2017,20180906,장편,개봉,한국,"액션,코미디",한국,액션,"('심찬양', ' ', ' ', ' ')","('20189161', ' ', ' ')","('풋메이드 픽쳐스', ' ', ' ')"
20189903,걸 인 더 포토그래프,THE GIRL IN THE PHOTOGRAPHS,2015,20180903,장편,개봉,미국,"범죄,공포(호러),스릴러",미국,범죄,"('닉 사이먼', ' ', ' ', ' ')","(' ', ' ', ' ')","(' ', ' ', ' ')"
20189267,히어로 오브 워,On Wings of Eagles,,20180902,장편,개봉,"중국,홍콩,미국",드라마,중국,드라마,"('세기연', '마이클 파커', ' ', ' ')","(' ', ' ', ' ')","(' ', ' ', ' ')"
20181381,추룡,Chasing the Dragon,2017,20180902,장편,개봉,홍콩,범죄,홍콩,범죄,"('왕정', ' ', ' ', ' ')","(' ', ' ', ' ')","(' ', ' ', ' ')"
20189041,작전명 덩케르크,OPERATION DUNKIRK,2017,20180901,장편,개봉,미국,전쟁,미국,전쟁,"('닉 라이온', ' ', ' ', ' ')","(' ', ' ', ' ')","(' ', ' ', ' ')"
20189866,나이트메어 비긴즈,Unhinged,2017,20180901,장편,개봉,영국,공포(호러),영국,공포(호러),"('댄 알렌', ' ', ' ', ' ')","(' ', ' ', ' ')","(' ', ' ', ' ')"
20189286,사우스사이드 위드 유,Southside with You,2016,20180906,장편,개봉,미국,"드라마,멜로/로맨스",미국,드라마,"('리차드 탠', ' ', ' ', ' ')","(' ', ' ', ' ')","(' ', ' ', ' ')"
20182204,한 지붕에서 세 남자와 즐기는 아내,"Aanata, Gomennasai-4",2016,20180928,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,"('나쿠루 하라다', ' ', ' ', ' ')","(' ', ' ', ' ')","(' ', ' ', ' ')"
20182203,편의점 알바와의 정사,Rentarutuma-4,2017,20180928,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,"('토미죠 타로', ' ', ' ', ' ')","(' ', ' ', ' ')","(' ', ' ', ' ')"
20181842,진주의순결상실-무삭제,,2018,20180928,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,"('김다니엘', ' ', ' ', ' ')","('20130184', ' ', ' ')","('스마일컨텐츠', ' ', ' ')"
20181065,젊은 엄마 친구,,2018,20180928,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,"('유해종', ' ', ' ', ' ')","('20161021', ' ', ' ')","('(주)영화사가을', ' ', ' ')"
20182202,외로운 온천 여주인:옛 연인과의 조우,Obaasannno aijyou,2017,20180928,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,"('히로아키', ' ', ' ', ' ')","(' ', ' ', ' ')","(' ', ' ', ' ')"
20182205,옆집 남자의 물건:크고 아름다워요,"Night face-the desire of the apartment wife, what is at the end is",2017,20180928,장편,개봉,일본,"멜로/로맨스,드라마",일본,멜로/로맨스,"('에츠로', ' ', ' ', ' ')","(' ', ' ', ' ')","(' ', ' ', ' ')"
